Values of DeltaT = ET - UT
at 0h UT of the date (specified as day, month, year)
from  The Astronomical Almanac 1999, pages K8-9 http://maia.usno.navy.mil/ser7/deltat.data
----------------------------------------------
 1  7 2013  67.1266
 1  8 2013  67.1331
 1  9 2013  67.1458
 1 10 2013  67.1717
 1 11 2013  67.2091
 1 12 2013  67.2460
 1  1 2014  67.2810
 1 10 2013  67.1718
 1  2 2014  67.3136
 1  3 2014  67.3457
 1  4 2014  67.3890
 1  5 2014  67.4318
 1  6 2014  67.4666
 1  7 2014  67.4858
 1  8 2014  67.4989
 1  9 2014  67.5111
 1 10 2014  67.5353
 1 11 2014  67.5711
 1 12 2014  67.6070
 1  1 2015  67.6439
 1  2 2015  67.6765
 1  3 2015  67.7117
 1  4 2015  67.7591
 1  5 2015  67.8011
 1  6 2015  67.8402
 1  7 2015  67.8606
 1  8 2015  67.8822
 1  9 2015  67.9120
 1 10 2015  67.9547
 1 10 2015  67.9546
 1 11 2015  68.0055
 1 12 2015  68.0514
 1  1 2016  68.1024
 1  2 2016  68.1577
 1  5 2015  67.8012
 1  3 2016  68.2044
 1  4 2016  68.2665
 1  5 2016  68.3188
 1  6 2016  68.3703
 1  7 2016  68.3964
 1  8 2016  68.4094
 1  9 2016  68.4305
 1 10 2016  68.4630
 1 11 2016  68.5078
 1 12 2016  68.5537
 1  1 2017  68.5928
 1  1 1974  44.4840
 1  8 1974  45.0583
 1  2 1975  45.5632
 1  4 1975  45.7374
 1  8 1975  46.0407
 1 11 1975  46.2788
 1  5 1976  46.8283
 1  9 1976  47.1450
 1 10 1976  47.2361
 1 11 1977  48.3438
 1  2 1978  48.6324
 1  9 1978  49.2285
 1  1 1979  49.5861
 1  7 1979  50.1018
 1  2 1980  50.6160
 1  6 1982  52.5179
 1  7 1982  52.5751
 1  1 1986  54.8712
 1  3 1986  54.9580
 1 11 1986  55.2415
 1 12 1988  56.2582
 1  9 1991  58.0425
 1  9 1992  58.8405
 1  8 1993  59.6343
 1  1 1994  59.9844
 1  2 1995  60.8663
 1 11 1996  62.1809
 1  1 2008  65.4574
 1 12 2009  66.0421
 1 11 2012  66.8401
 1  7 2014  67.4859
 1  6 2016  68.3704
 1  8 2016  68.4095
 1  1 2017  68.5927
 1  2 2017  68.6298
 1  3 2017  68.6671
 1  4 2017  68.7135
 1  5 2017  68.7623
 1  6 2017  68.8033
 1  7 2017  68.8245
 1  8 2017  68.8373
 1  9 2017  68.8477
 1 10 2017  68.8689
 1 11 2017  68.9006
 1 12 2017  68.9355
 1  1 2018  68.9677
 1  7 2008  65.6287
 1  3 2013  66.9762
 1  4 2016  68.2664
 1  1 2018  68.9676
 1  2 2018  68.9875
 1  3 2018  69.0175
 1  4 2018  69.0499
 1  5 2018  69.0823
 1  6 2018  69.1070
 1  7 2018  69.1134
 1  8 2018  69.1142
 1  9 2018  69.1207
 1 10 2018  69.1356
 1 11 2018  69.1646
 1 12 2018  69.1964
 1  1 2019  69.2201
 1  3 2018  69.0176
 1  1 2019  69.2202
 1  2 2019  69.2452
 1  3 2019  69.2733
 1  4 2019  69.3032
 1  5 2019  69.3326
 1  6 2019  69.3540
 1  7 2019  69.3582
 1  8 2019  69.3442
 1  9 2019  69.3376
 1  9 2200  69.3376
